"","species","scientificName","numberOfOccurrences","class","order","family","speciesKey","iucnRedListCategory"
"989","Fritziana mitus","Fritziana mitus Walker, Wachlevski, Nogueira da Costa, Nogueira-Costa, Garcia & Haddad, 2018",42,"Amphibia","Anura","Hemiphractidae",10835658,"LC"
"990","Bradypus torquatus","Bradypus torquatus Illiger, 1811",25,"Mammalia","Pilosa","Bradypodidae",2436351,"VU"
"991","Erythrolamprus atraventer","Erythrolamprus atraventer (Dixon & Thomas, 1985)",3,"Squamata",NA,"Colubridae",9263023,"LC"
"992","Artibeus jamaicensis","Artibeus jamaicensis Leach, 1821",39,"Mammalia","Chiroptera","Phyllostomidae",2433272,"LC"
"993","Phyllodytes gyrinaethes","Phyllodytes gyrinaethes Peixoto, Caramaschi & Freire, 2003",3,"Amphibia","Anura","Hylidae",5217971,"EN"
"994","Quiscalus mexicanus","Quiscalus mexicanus (Gmelin, 1788)",2,"Aves","Passeriformes","Icteridae",9476062,"LC"
"995","Acratosaura mentalis","Acratosaura mentalis (Amaral, 1933)",6,"Squamata",NA,"Gymnophthalmidae",2450798,"LC"
"996","Holochilus sciureus","Holochilus sciureus Wagner, 1842",2,"Mammalia","Rodentia","Cricetidae",5219708,"LC"
"997","Placosoma cordylinum","Placosoma cordylinum Tschudi, 1847",5,"Squamata",NA,"Gymnophthalmidae",10970316,"LC"
"998","Phyllotis xanthopygus","Phyllotis xanthopygus (Waterhouse, 1837)",4,"Mammalia","Rodentia","Cricetidae",5219765,"LC"
"999","Mitu tomentosum","Mitu tomentosum (Spix, 1825)",1,"Aves","Galliformes","Cracidae",2482282,"NT"
"1000","Ameivula nigrigula","Ameivula nigrigula (Arias, De Carvalho, Rodrigues & Zaher, 2011)",1,"Squamata",NA,"Teiidae",8347038,"DD"
"1001","Micrurus filiformis","Micrurus filiformis (Günther, 1859)",1,"Squamata",NA,"Elapidae",5227049,"LC"
"1002","Synallaxis brachyura","Synallaxis brachyura Lafresnaye, 1843",1,"Aves","Passeriformes","Furnariidae",2485023,"LC"
"1003","Ischnocnema feioi","Ischnocnema feioi Taucce, Canedo & Haddad, 2018",2,"Amphibia","Anura","Brachycephalidae",9370433,"NT"
"1004","Proceratophrys moehringi","Proceratophrys moehringi Weygoldt & Peixoto, 1985",7,"Amphibia","Anura","Odontophrynidae",2424312,"LC"
"1005","Gomesophis brasiliensis","Gomesophis brasiliensis (Gomes, 1918)",11,"Squamata",NA,"Colubridae",2458622,"LC"
"1006","Ischnocnema parnaso","Ischnocnema parnaso Taucce, Canedo, Parreiras, Drummond, Nogueira-Costa & Haddad, 2018",5,"Amphibia","Anura","Brachycephalidae",10557617,"VU"
"1007","Rhinella azarai","Rhinella azarai (Gallardo, 1965)",1,"Amphibia","Anura","Bufonidae",10727722,"NE"
"1008","Monodelphopsis travassosi","Monodelphopsis travassosi Paula Couto, 1952",1,"Mammalia",NA,"Pediomyidae",8564430,"NE"
"1009","Trachops cirrhosus","Trachops cirrhosus (Spix, 1823)",55,"Mammalia","Chiroptera","Phyllostomidae",2433300,"LC"
"1010","Phylloscartes beckeri","Phylloscartes beckeri Gonzaga & Pacheco, 1995",466,"Aves","Passeriformes","Tyrannidae",2483233,"EN"
"1011","Amerotyphlops brongersmianus","Amerotyphlops brongersmianus (Vanzolini, 1976)",353,"Squamata",NA,"Typhlopidae",9353529,"LC"
"1012","Micrastur semitorquatus","Micrastur semitorquatus (Vieillot, 1817)",5892,"Aves","Falconiformes","Falconidae",2481088,"LC"
"1013","Scinax juncae","Scinax juncae Nunes & Pombal, 2010",1,"Amphibia","Anura","Hylidae",10863108,"NE"
"1014","Euphonia chalybea","Euphonia chalybea (Mikan, 1825)",136,"Aves","Passeriformes","Fringillidae",2487990,"LC"
"1015","Leptodactylus natalensis","Leptodactylus natalensis Lutz, 1930",98,"Amphibia","Anura","Leptodactylidae",5217509,"LC"
"1016","Epicrates crassus","Epicrates crassus Cope, 1862",32,"Squamata",NA,"Boidae",4820504,"LC"
"1017","Hemitriccus nidipendulus","Hemitriccus nidipendulus (Wied-Neuwied, 1831)",6737,"Aves","Passeriformes","Tyrannidae",2483009,"LC"
"1018","Ramphodon naevius","Ramphodon naevius (Dumont, 1818)",13019,"Aves","Apodiformes","Trochilidae",2476217,"LC"
"1019","Alectrurus tricolor","Alectrurus tricolor (Vieillot, 1816)",310,"Aves","Passeriformes","Tyrannidae",2483238,"VU"
"1020","Machaeropterus regulus","Machaeropterus regulus (Hahn, 1819)",1325,"Aves","Passeriformes","Pipridae",2487747,"LC"
"1021","Sterna trudeaui","Sterna trudeaui Audubon, 1838",1305,"Aves","Charadriiformes","Laridae",5229263,"LC"
"1022","Sturnella superciliaris","Sturnella superciliaris (Bonaparte, 1850)",79,"Aves","Passeriformes","Icteridae",2484271,"LC"
"1023","Saltator fuliginosus","Saltator fuliginosus (Daudin, 1800)",9527,"Aves","Passeriformes","Thraupidae",5230941,"LC"
"1024","Lurocalis semitorquatus","Lurocalis semitorquatus (J.F.Gmelin, 1789)",8222,"Aves","Caprimulgiformes","Caprimulgidae",2497082,"LC"
"1025","Noctilio leporinus","Noctilio leporinus (Linnaeus, 1758)",27,"Mammalia","Chiroptera","Noctilionidae",2433343,"LC"
"1026","Nothura minor","Nothura minor (von Spix, 1825)",29,"Aves","Tinamiformes","Tinamidae",2477598,"VU"
"1027","Thalassarche chlororhynchos","Thalassarche chlororhynchos (Gmelin, 1789)",80,"Aves","Procellariiformes","Diomedeidae",2481399,"EN"
"1028","Mimus gilvus","Mimus gilvus (Vieillot, 1808)",1998,"Aves","Passeriformes","Mimidae",5231676,"LC"
"1029","Cissopis leverianus","Cissopis leverianus (J.F.Gmelin, 1788)",14549,"Aves","Passeriformes","Thraupidae",2488854,"LC"
"1030","Physalaemus moreirae","Physalaemus moreirae (Miranda-Ribeiro, 1937)",17,"Amphibia","Anura","Leptodactylidae",2423541,"DD"
"1031","Hylophilus poicilotis","Hylophilus poicilotis Temminck, 1822",19965,"Aves","Passeriformes","Vireonidae",5230497,"LC"
"1032","Molossus rufus","Molossus rufus E.Geoffroy, 1805",117,"Mammalia","Chiroptera","Molossidae",5707248,"LC"
"1033","Compsothraupis loricata","Compsothraupis loricata (M.H.K.Lichtenstein, 1819)",849,"Aves","Passeriformes","Thraupidae",2488763,"LC"
"1034","Sporophila lineola","Sporophila lineola (Linnaeus, 1758)",16599,"Aves","Passeriformes","Thraupidae",2491330,"LC"
"1035","Boana guentheri","Boana guentheri (Boulenger, 1886)",226,"Amphibia","Anura","Hylidae",10868085,"LC"
"1036","Pluvialis squatarola","Pluvialis squatarola (Linnaeus, 1758)",1356,"Aves","Charadriiformes","Charadriidae",2480327,"LC"
"1037","Microspingus lateralis","Microspingus lateralis (Nordmann, 1835)",5165,"Aves","Passeriformes","Thraupidae",9404736,"LC"
"1038","Stilpnia cayana","Stilpnia cayana (Linnaeus, 1766)",49711,"Aves","Passeriformes","Thraupidae",10895981,"NE"
"1039","Piculus flavigula","Piculus flavigula (Boddaert, 1783)",5800,"Aves","Piciformes","Picidae",5228869,"LC"
"1040","Mussurana montana","Mussurana montana (Franco, Marques & Puorto, 1997)",17,"Squamata",NA,"Colubridae",7675197,"LC"
"1041","Sicalis columbiana","Sicalis columbiana Cabanis, 1851",92,"Aves","Passeriformes","Thraupidae",2491857,"LC"
"1042","Drymornis bridgesii","Drymornis bridgesii (Eyton, 1850)",8,"Aves","Passeriformes","Furnariidae",2485996,"LC"
"1043","Helicops leopardinus","Helicops leopardinus (Schlegel, 1837)",7,"Squamata",NA,"Colubridae",2457694,"LC"
"1044","Micrurus altirostris","Micrurus altirostris (Cope, 1860)",605,"Squamata",NA,"Elapidae",5227038,"LC"
"1045","Proceratophrys brauni","Proceratophrys brauni Kwet & Faivovich, 2001",26,"Amphibia","Anura","Odontophrynidae",2424323,"LC"
"1046","Cycloramphus lithomimeticus","Cycloramphus lithomimeticus Silva & Ouvernay, 2012",3,"Amphibia","Anura","Cycloramphidae",10895643,"NT"
"1047","Gallinago gallinago","Gallinago gallinago (Linnaeus, 1758)",5,"Aves","Charadriiformes","Scolopacidae",2481819,"LC"
"1048","Leptodactylus barrioi","Leptodactylus barrioi Silva, de Medeiros Maglhães, Thomassen, Leite, Garda, Brandão, Haddad, Giaretta & Carvalho, 2020",19,"Amphibia","Anura","Leptodactylidae",10808533,"LC"
"1049","Physalaemus obtectus","Physalaemus obtectus Bokermann, 1966",44,"Amphibia","Anura","Leptodactylidae",2423558,"LC"
"1050","Liolaemus wiegmannii","Liolaemus wiegmannii (Duméril & Bibron, 1837)",6,"Squamata",NA,"Liolaemidae",2460403,"LC"
"1051","Ameerega picta","Ameerega picta (Tschudi, 1838)",19,"Amphibia","Anura","Dendrobatidae",2429046,"LC"
"1052","Ctenomys flamarioni","Ctenomys flamarioni Travi, 1981",8,"Mammalia","Rodentia","Ctenomyidae",4263378,"EN"
"1053","Odontophrynus juquinha","Odontophrynus juquinha Rocha, Sena, Pezzuti, Leite, Svartman, Rosset, Baldo & Garcia, 2017",6,"Amphibia","Anura","Odontophrynidae",9512540,"LC"
"1054","Centronycteris maximiliani","Centronycteris maximiliani (J.Fischer, 1829)",2,"Mammalia","Chiroptera","Emballonuridae",2433136,"LC"
"1055","Priodontes maximus","Priodontes maximus (Kerr, 1792)",1,"Mammalia","Cingulata","Dasypodidae",5220096,"VU"
"1056","Trilepida koppesi","Trilepida koppesi (Amaral, 1955)",2,"Squamata",NA,"Leptotyphlopidae",7642438,"LC"
"1057","Dumetella carolinensis","Dumetella carolinensis (Linnaeus, 1766)",4,"Aves","Passeriformes","Mimidae",2494936,"LC"
"1058","Platyrrhinus incarum","Platyrrhinus incarum (Thomas, 1912)",11,"Mammalia","Chiroptera","Phyllostomidae",7355454,"LC"
"1059","Lampropsar tanagrinus","Lampropsar tanagrinus (Spix, 1824)",1,"Aves","Passeriformes","Icteridae",2484188,"LC"
"1060","Trinomys dimidiatus","Trinomys dimidiatus (Günther, 1877)",3,"Mammalia","Rodentia","Echimyidae",4262940,"LC"
"1061","Proceratophrys itamari","Proceratophrys itamari Mângia, Santana, Cruz & Feio, 2014",1,"Amphibia","Anura","Odontophrynidae",10504541,"NE"
"1062","Muscisaxicola maclovianus","Muscisaxicola maclovianus (Garnot, 1826)",6,"Aves","Passeriformes","Tyrannidae",2483725,"LC"
"1063","Cuon alpinus","Cuon alpinus (Pallas, 1811)",1,"Mammalia","Carnivora","Canidae",2434317,"EN"
"1064","Microtus longicaudus","Microtus longicaudus (Merriam, 1888)",2,"Mammalia","Rodentia","Cricetidae",2438621,"LC"
"1065","Pseudopaludicola restinga","Pseudopaludicola restinga Cardozo, Baldo, Pupin, Gasparini & Haddad, 2018",170,"Amphibia","Anura","Leptodactylidae",9304784,"NE"
"1066","Lonchophylla peracchii","Lonchophylla peracchii Dias, Esbérard & Moratelli, 2013",8,"Mammalia","Chiroptera","Phyllostomidae",7780380,"LC"
"1067","Brucepattersonius paradisus","Brucepattersonius paradisus Mares & Braun, 2000",2,"Mammalia","Rodentia","Cricetidae",4265069,"DD"
"1068","Calonectris edwardsii","Calonectris edwardsii (Oustalet, 1883)",3,"Aves","Procellariiformes","Procellariidae",2481518,"NT"
"1069","Colobosaura kraepelini","Colobosaura kraepelini (Werner, 1910)",1,"Squamata",NA,"Gymnophthalmidae",9577967,"NE"
"1070","Promops centralis","Promops centralis Thomas, 1915",1,"Mammalia","Chiroptera","Molossidae",2433025,"LC"
"1071","Tropidophis taczanowskyi","Tropidophis taczanowskyi (Steindachner, 1880)",1,"Squamata",NA,"Tropidophiidae",5222239,"NT"
"1072","Bucco tamatia","Bucco tamatia J.F.Gmelin, 1788",1,"Aves","Piciformes","Bucconidae",5228270,"LC"
"1073","Penelope ochrogaster","Penelope ochrogaster Pelzeln, 1870",2,"Aves","Galliformes","Cracidae",2482223,"VU"
"1074","Adelophryne meridionalis","Adelophryne meridionalis Santana, Fonseca, Neves & Carvalho, 2012",2,"Amphibia","Anura","Eleutherodactylidae",10671260,"LC"
"1075","Plegadis falcinellus","Plegadis falcinellus (Linnaeus, 1766)",1,"Aves","Pelecaniformes","Threskiornithidae",2480773,"LC"
"1076","Melanerpes cruentatus","Melanerpes cruentatus (Boddaert, 1783)",2,"Aves","Piciformes","Picidae",2478122,"LC"
"1077","Guggenheimia crocheti","Guggenheimia crocheti Oliveira & Goin, 2011",1,"Mammalia","Didelphimorphia","Protodidelphidae",8657337,"NE"
"1078","Conirostrum speciosum","Conirostrum speciosum (Temminck, 1824)",32425,"Aves","Passeriformes","Thraupidae",5230621,"LC"
"1079","Paroaria dominicana","Paroaria dominicana (Linnaeus, 1758)",7636,"Aves","Passeriformes","Thraupidae",2492086,"LC"
"1080","Sula dactylatra","Sula dactylatra Lesson, 1831",127,"Aves","Suliformes","Sulidae",2480967,"LC"
"1081","Tringa melanoleuca","Tringa melanoleuca (J.F.Gmelin, 1789)",3782,"Aves","Charadriiformes","Scolopacidae",2481720,"LC"
"1082","Stilpnia preciosa","Stilpnia preciosa (Cabanis, 1851)",6210,"Aves","Passeriformes","Thraupidae",10977812,"NE"
"1083","Hylocharis chrysura","Hylocharis chrysura (Shaw, 1812)",22380,"Aves","Apodiformes","Trochilidae",5228562,"LC"
"1084","Pitangus sulphuratus","Pitangus sulphuratus (Linnaeus, 1766)",312240,"Aves","Passeriformes","Tyrannidae",2482755,"LC"
"1085","Hydropsalis maculicaudus","Hydropsalis maculicaudus (Lawrence, 1862)",362,"Aves","Caprimulgiformes","Caprimulgidae",7792881,"LC"
"1086","Synallaxis spixi","Synallaxis spixi P.L.Sclater, 1856",45030,"Aves","Passeriformes","Furnariidae",2484989,"LC"
"1087","Rhopias gularis","Rhopias gularis (Spix, 1825)",10966,"Aves","Passeriformes","Thamnophilidae",7752191,"LC"
"1088","Myiophobus fasciatus","Myiophobus fasciatus (Statius Muller, 1776)",22240,"Aves","Passeriformes","Tyrannidae",5229801,"LC"
"1089","Furnarius leucopus","Furnarius leucopus Swainson, 1838",1887,"Aves","Passeriformes","Furnariidae",9309489,"LC"
"1090","Thraupis sayaca","Thraupis sayaca (Linnaeus, 1766)",233927,"Aves","Passeriformes","Thraupidae",2488622,"LC"
"1091","Pipra fasciicauda","Pipra fasciicauda Hellmayr, 1906",3988,"Aves","Passeriformes","Pipridae",2487653,"LC"
"1092","Augastes lumachella","Augastes lumachella (R.Lesson, 1839)",771,"Aves","Apodiformes","Trochilidae",2476276,"NT"
"1093","Grallaria varia","Grallaria varia (Boddaert, 1783)",7929,"Aves","Passeriformes","Grallariidae",2490545,"LC"
"1094","Spheniscus magellanicus","Spheniscus magellanicus (J.R.Forster, 1781)",291,"Aves","Sphenisciformes","Spheniscidae",5229385,"LC"
"1095","Columbina picui","Columbina picui (Temminck, 1813)",15319,"Aves","Columbiformes","Columbidae",2495865,"LC"
"1096","Elaenia cristata","Elaenia cristata Pelzeln, 1868",2412,"Aves","Passeriformes","Tyrannidae",5229640,"LC"
"1097","Arremon franciscanus","Arremon franciscanus M.Raposo, 1997",69,"Aves","Passeriformes","Passerellidae",2491640,"NT"
"1098","Philydor novaesi","Philydor novaesi Teixeira & Gonzaga, 1983",52,"Aves","Passeriformes","Furnariidae",2485729,"EX"
"1099","Merulaxis stresemanni","Merulaxis stresemanni Sick, 1960",68,"Aves","Passeriformes","Rhinocryptidae",2490969,"CR"
"1100","Puffinus puffinus","Puffinus puffinus (Brunnich, 1764)",72,"Aves","Procellariiformes","Procellariidae",5229380,"LC"
"1101","Phyllomedusa distincta","Phyllomedusa distincta Lutz, 1950",225,"Amphibia","Anura","Phyllomedusidae",2427994,"LC"
"1102","Oxyrhopus rhombifer","Oxyrhopus rhombifer Duméril, Bibron & Duméril, 1854",206,"Squamata",NA,"Colubridae",2455026,"LC"
"1103","Fritziana goeldii","Fritziana goeldii (Boulenger, 1895)",112,"Amphibia","Anura","Hemiphractidae",2430100,"LC"
"1104","Culicivora caudacuta","Culicivora caudacuta (Vieillot, 1818)",59,"Aves","Passeriformes","Tyrannidae",2482675,"LC"
"1105","Marmota bobak","Marmota bobak (Müller, 1776)",1,"Mammalia","Rodentia","Sciuridae",2437375,"LC"
"1106","Puma yagouaroundi","Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)",157,"Mammalia","Carnivora","Felidae",2435146,"LC"
"1107","Phyllomys unicolor","Phyllomys unicolor (Wagner, 1842)",1,"Mammalia","Rodentia","Echimyidae",4262935,"CR"
"1108","Xenodon severus","Xenodon severus (Linnaeus, 1758)",4,"Squamata",NA,"Colubridae",5959587,"LC"
"1109","Physalaemus jordanensis","Physalaemus jordanensis Bokermann, 1967",26,"Amphibia","Anura","Leptodactylidae",2423539,"LC"
"1110","Boana geographica","Boana geographica (Spix, 1824)",20,"Amphibia","Anura","Hylidae",10399964,"LC"
"1111","Rhinella rubescens","Rhinella rubescens (Lutz, 1925)",36,"Amphibia","Anura","Bufonidae",5217003,"LC"
"1112","Sphaenorhynchus platycephalus","Sphaenorhynchus platycephalus (Werner, 1894)",7,"Amphibia","Anura","Hylidae",2428012,"LC"
"1113","Boana caingua","Boana caingua (Carrizo, 1991)",45,"Amphibia","Anura","Hylidae",10831826,"LC"
"1114","Physalaemus henselii","Physalaemus henselii (Peters, 1872)",21,"Amphibia","Anura","Leptodactylidae",2423552,"LC"
"1115","Sphaenorhynchus caramaschii","Sphaenorhynchus caramaschii Toledo, Garcia, Lingnau & Haddad, 2007",66,"Amphibia","Anura","Hylidae",2428016,"LC"
"1116","Ololygon rizibilis","Ololygon rizibilis (Bokermann, 1964)",118,"Amphibia","Anura","Hylidae",10896287,"LC"
"1117","Cycloramphus dubius","Cycloramphus dubius (Miranda-Ribeiro, 1920)",52,"Amphibia","Anura","Cycloramphidae",2424340,"LC"
"1118","Ortalis motmot","Ortalis motmot (Linnaeus, 1766)",1,"Aves","Galliformes","Cracidae",5229436,"LC"
"1119","Oxyrhopus clathratus","Oxyrhopus clathratus Duméril, Bibron & Duméril, 1854",295,"Squamata",NA,"Colubridae",2455028,"LC"
"1120","Thrichomys laurentius","Thrichomys laurentius Thomas, 1904",3,"Mammalia","Rodentia","Echimyidae",7855978,"DD"
"1121","Phyllomedusa sauvagii","Phyllomedusa sauvagii Boulenger, 1882",5,"Amphibia","Anura","Phyllomedusidae",2427978,"LC"
"1122","Proceratophrys renalis","Proceratophrys renalis (Miranda-Ribeiro, 1920)",37,"Amphibia","Anura","Odontophrynidae",2424313,"LC"
"1123","Gymnodactylus darwinii","Gymnodactylus darwinii (Gray, 1845)",210,"Squamata",NA,"Phyllodactylidae",6158344,"LC"
"1124","Gastrotheca albolineata","Gastrotheca albolineata (Lutz & Lutz, 1939)",16,"Amphibia","Anura","Hemiphractidae",5218156,"LC"
"1125","Brachycephalus pitanga","Brachycephalus pitanga Alves, Sawaya, Reis & Haddad, 2009",34,"Amphibia","Anura","Brachycephalidae",10846405,"LC"
"1126","Palusophis bifossatus","Palusophis bifossatus (Raddi, 1820)",27,"Squamata",NA,"Colubridae",11074234,"LC"
"1127","Puffinus gravis","Puffinus gravis (O'Reilly, 1818)",3,"Aves","Procellariiformes","Procellariidae",5229343,"LC"
"1128","Enyalius erythroceneus","Enyalius erythroceneus Rodrigues, De Freitas, Santos Silva & Viña Bertolotto, 2006",1,"Squamata",NA,"Leiosauridae",5226343,"CR"
"1129","Phoenicoparrus jamesi","Phoenicoparrus jamesi (P.L.Sclater, 1886)",2,"Aves","Phoenicopteriformes","Phoenicopteridae",2481108,"NT"
"1130","Brucepattersonius igniventris","Brucepattersonius igniventris Hershkovitz, 1998",1,"Mammalia","Rodentia","Cricetidae",4265070,"DD"
"1131","Barycholos ternetzi","Barycholos ternetzi (Miranda-Ribeiro, 1937)",4,"Amphibia","Anura","Craugastoridae",2425908,"LC"
"1132","Melanosuchus niger","Melanosuchus niger (Spix, 1825)",4,"Crocodylia",NA,"Alligatoridae",2441409,"NE"
"1133","Leposoma annectans","Leposoma annectans Ruibal, 1952",4,"Squamata",NA,"Gymnophthalmidae",8335992,"LC"
"1134","Helicops nentur","Helicops nentur Costa, Santana, Leal, Koroiva & Garcia, 2016",6,"Squamata",NA,"Colubridae",8844883,"NE"
"1135","Charadrius modestus","Charadrius modestus M.H.K.Lichtenstein, 1823",5,"Aves","Charadriiformes","Charadriidae",2480318,"LC"
"1136","Cabassous chacoensis","Cabassous chacoensis Wetzel, 1980",2,"Mammalia","Cingulata","Dasypodidae",2440810,"NT"
"1137","Sciurus ignitus","Sciurus ignitus (Gray, 1867)",2,"Mammalia","Rodentia","Sciuridae",5219662,"LC"
"1138","Minusculodelphis minimus","Minusculodelphis minimus Paula Couto, 1962",1,"Mammalia",NA,"Jaskhadelphyidae",8473165,"NE"
"1139","Chiasmocleis atlantica","Chiasmocleis atlantica Cruz, Caramaschi & Izecksohn, 1997",1,"Amphibia","Anura","Microhylidae",2421931,"LC"
"1140","Onychorhynchus coronatus","Onychorhynchus coronatus (Statius Muller, 1776)",8,"Aves","Passeriformes","Tyrannidae",2483680,"LC"
"1141","Scinax caldarum","Scinax caldarum (Lutz, 1968)",1,"Amphibia","Anura","Hylidae",5217914,"LC"
"1142","Calamodontophis paucidens","Calamodontophis paucidens (Amaral, 1936)",1,"Squamata",NA,"Colubridae",2455126,"EN"
"1143","Dendropsophus nekronastes","Dendropsophus nekronastes Dias, Haddad, Argôlo & Orrico, 2017",7,"Amphibia","Anura","Hylidae",9333663,"CR"
"1144","Sphaenorhynchus botocudo","Sphaenorhynchus botocudo Caramaschi, Almeida & Gasparini, 2009",3,"Amphibia","Anura","Hylidae",8547421,"LC"
"1145","Ololygon kautskyi","Ololygon kautskyi Carvalho-e-Silva & Peixoto, 1991",33,"Amphibia","Anura","Hylidae",10765999,"LC"
"1146","Scinax maracaya","Scinax maracaya (Cardoso & Sazima, 1980)",1,"Amphibia","Anura","Hylidae",5217864,"LC"
"1147","Lophornis gouldii","Lophornis gouldii (R.Lesson, 1832)",1,"Aves","Apodiformes","Trochilidae",2477008,"NT"
"1148","Hylodes babax","Hylodes babax Heyer, 1982",4,"Amphibia","Anura","Hylodidae",5218126,"NT"
"1149","Liotyphlops ternetzii","Liotyphlops ternetzii (Boulenger, 1896)",76,"Squamata",NA,"Anomalepididae",2460777,"LC"
"1150","Ecpleopus gaudichaudii","Ecpleopus gaudichaudii Duméril & Bibron, 1839",173,"Squamata",NA,"Gymnophthalmidae",2450401,"LC"
"1151","Pseudis platensis","Pseudis platensis Gallardo, 1961",57,"Amphibia","Anura","Hylidae",2428370,"DD"
